1106	158.940476	15	0	3	2	2	2	4	3	2	2	4	4	4	201.225398543651
.	0	1	0	.	.	.	.	.	.	.	.	.	.	.	175.997994582685
.	0	54	0	.	.	.	.	.	.	.	.	.	.	.	.
1015	172.676072	16	0	4	4	4	3	3	2	3	3	3	3	3	257.619106070521
1015	172.676072	16	0	3	1	1	1	3	2	3	2	4	4	4	243.100549613041
1015	172.676072	16	1	3	1	1	1	3	2	3	3	4	3	3	326.241138079057
1015	172.676072	16	0	4	1	1	1	3	3	2	3	4	4	4	276.194541873646
1015	172.676072	16	1	1	1	2	2	4	3	2	3	4	3	4	243.100549613041
1015	172.676072	16	1	4	1	1	1	3	2	2	2	4	4	4	276.194541873646
1015	172.676072	16	1	3	2	2	2	3	2	3	3	3	3	3	155.470433465909
1015	172.676072	16	0	4	2	2	2	2	2	3	2	3	3	3	225.357561255383
1015	172.676072	16	1	2	1	3	1	3	3	4	3	4	4	4	249.994880958806
1015	172.676072	16	0	2	1	1	3	1	1	1	1	3	3	2	180.085319551938
1015	172.676072	16	1	4	2	1	1	3	2	4	3	3	3	4	220.124118797447
1015	172.676072	16	0	4	1	1	1	4	2	2	3	4	4	4	243.100549613041
1015	172.676072	16	0	3	3	2	1	3	3	3	3	4	4	4	266.220795940147
1099	168.867283	46	1	2	4	1	4	1	3	3	1	.	.	.	.
1027	136.279146	52	1	4	2	4	2	2	1	2	2	3	3	3	266.195157520268
1027	136.279146	52	0	2	1	1	1	2	2	3	4	1	1	1	196.814388523417
1027	136.279146	52	1	2	2	4	2	4	2	3	2	3	3	3	205.679673397432
1027	136.279146	52	0	4	3	3	3	3	2	3	3	3	3	3	159.60182446933
1027	136.279146	52	0	2	1	2	2	3	2	2	3	4	4	4	215.099389101344
1027	136.279146	52	1	4	2	1	1	3	3	2	3	4	3	4	236.739817881021
.	0	52	0	.	.	.	.	.	.	.	.	.	.	.	236.739817881021
1027	136.279146	52	0	2	2	1	1	3	3	2	2	4	4	4	257.592265849709
1027	136.279146	52	1	4	3	1	1	4	2	2	3	4	4	4	230.852996316464
1027	136.279146	52	1	4	3	3	3	3	3	3	3	3	3	4	276.170505855009
1027	136.279146	52	1	2	1	1	1	3	2	2	1	3	3	4	243.071706390676
1027	136.279146	52	1	4	1	4	4	3	2	.	3	4	4	4	180.051268525535
1137	201.910838	68	1	4	1	2	2	3	2	2	3	3	3	3	205.713323823524
.	0	42	0	.	.	.	.	.	.	.	.	.	.	.	146.948863658406
1154	182.119295	14	1	2	1	1	1	3	2	3	3	3	3	4	205.713323823524
1159	143.415278	36	0	2	1	1	1	3	2	4	4	4	4	4	201.225398543651
1159	143.415278	36	0	2	3	2	1	3	3	3	4	4	4	4	220.124118797447
1072	152.171157	23	1	2	3	2	2	3	2	2	2	4	4	4	180.085319551938
1072	152.171157	23	1	3	2	2	3	4	2	3	3	4	4	4	220.124118797447
1072	152.171157	23	1	2	2	2	2	3	2	2	2	4	4	3	201.225398543651
1072	152.171157	23	1	2	1	2	2	3	2	3	3	4	4	4	.
1072	152.171157	23	0	2	2	2	3	4	2	2	3	4	4	4	196.84843954982
1049	192.542397	69	0	2	4	2	2	4	3	.	3	4	4	4	196.84843954982
1049	192.542397	69	1	1	3	3	2	3	2	3	2	4	4	4	192.564419828053
1049	192.542397	69	0	1	1	1	1	4	1	1	3	4	4	1	138.047124156126
1049	192.542397	69	1	2	4	2	2	2	1	2	3	3	3	4	215.132238326814
1049	192.542397	69	0	2	4	4	2	2	3	4	3	4	4	4	205.713323823524
1049	192.542397	69	0	1	1	1	1	3	3	2	4	4	4	4	257.619106070521
1049	192.542397	69	0	2	1	1	1	3	3	3	2	4	4	4	220.124118797447
.	0	69	0	.	.	.	.	.	.	.	.	.	.	.	171.92268762275
1049	192.542397	69	1	2	1	1	1	4	2	2	3	4	4	4	210.340257411181
1088	153.705357	43	1	4	2	1	2	3	3	2	2	3	3	3	128.583342418045
1079	164.991314	5	1	2	1	2	2	3	2	.	3	4	4	4	257.619106070521
1165	231.818251	67	0	0	3	2	2	3	3	2	2	3	4	3	.
.	0	67	1	.	.	.	.	.	.	.	.	.	.	.	243.100549613041
1147	143.52315	2	0	4	2	2	2	3	2	2	2	3	3	4	184.199084141692
1161	147.342994	62	0	4	.	.	.	.	.	.	.	.	.	.	146.948863658406
1161	147.342994	62	0	4	1	2	2	3	2	2	2	4	4	3	159.634673694801
1161	147.342994	62	1	2	2	1	1	4	3	2	2	3	3	2	175.997994582685
1146	127.357753	1	0	3	3	1	2	4	2	2	2	3	3	3	230.852996316464
1113	273.002934	10	0	3	1	2	3	1	2	1	3	4	4	4	188.353709963129
1156	176.281483	43	1	3	2	1	1	3	2	3	4	3	3	4	159.634673694801
1156	176.281483	43	1	4	2	1	1	3	3	2	2	4	4	4	225.357561255383
1156	176.281483	43	1	2	1	1	2	3	2	3	4	4	4	4	230.883842540382
1067	155.085395	61	1	2	1	1	1	2	2	2	3	4	4	4	230.883842540382
1067	155.085395	61	0	3	3	2	2	4	4	2	3	3	2	2	175.997994582685
1067	155.085395	61	0	3	2	1	1	1	3	4	2	4	4	4	180.085319551938
1067	155.085395	61	1	2	1	1	1	3	1	2	2	4	4	4	236.769862904317
1067	155.085395	61	0	3	2	2	2	2	2	3	3	2	3	3	196.84843954982
1067	155.085395	61	0	2	1	1	1	3	3	3	3	4	4	4	210.340257411181
1067	155.085395	61	0	4	1	1	2	4	2	2	3	4	4	4	266.220795940147
1067	155.085395	61	0	4	1	1	1	3	1	2	2	4	4	3	225.357561255383
1067	155.085395	61	0	4	3	3	3	3	3	3	3	4	4	4	225.357561255383
1067	155.085395	61	0	4	3	2	2	2	2	2	3	3	3	4	220.124118797447
1067	155.085395	61	0	4	3	1	1	2	1	1	2	3	3	3	205.713323823524
1160	160.902654	22	1	4	3	3	3	2	2	3	3	2	2	.	192.564419828053
1160	160.902654	22	1	4	2	2	2	1	1	3	3	4	4	3	205.713323823524
1160	160.902654	22	1	3	2	1	1	2	2	3	2	4	4	4	249.994880958806
1014	160.031604	3	1	4	1	2	2	3	3	2	2	4	4	4	225.325913830844
1106	158.940476	15	1	3	2	2	1	3	2	2	1	3	3	4	167.846980062505
1107	172.227777	6	0	2	1	2	1	3	3	2	3	4	4	3	138.047124156126
1094	118.53188	21	1	2	4	3	3	1	1	1	1	1	1	1	220.124118797447
1094	118.53188	21	0	4	1	1	1	2	2	1	2	3	3	3	220.124118797447
.	0	21	0	.	.	.	.	.	.	.	.	.	.	.	.
1106	158.940476	15	0	2	3	2	2	2	2	3	3	3	3	3	192.564419828053
1106	158.940476	15	0	3	1	1	1	3	1	2	3	4	4	4	138.047124156126
1106	158.940476	15	1	2	2	2	2	3	3	2	2	4	4	4	257.619106070521
1106	158.940476	15	1	1	3	2	2	2	2	2	3	3	3	4	225.357561255383
1106	158.940476	15	1	4	1	1	3	2	2	3	1	4	4	4	205.713323823524
1106	158.940476	15	0	2	3	2	2	2	2	3	2	3	3	3	196.84843954982
1016	143.381373	38	0	2	2	3	2	4	2	2	3	4	4	4	192.564419828053
1078	154.676754	45	1	1	1	1	1	3	1	2	1	4	4	4	210.340257411181
1078	154.676754	45	1	2	1	1	1	3	2	4	4	4	4	4	225.357561255383
.	0	45	1	.	.	.	.	.	.	.	.	.	.	.	205.713323823524
1078	154.676754	45	1	4	1	1	1	2	2	3	3	4	4	3	171.92268762275
1107	172.227777	6	0	2	1	1	1	1	1	1	1	3	3	3	151.247705591667
1107	172.227777	6	0	2	1	1	1	2	2	3	3	3	3	2	142.55588065215
1107	172.227777	6	0	2	3	2	2	3	3	2	3	4	4	4	.
1107	172.227777	6	0	2	2	2	2	2	2	2	2	3	3	3	118.303137246922
1107	172.227777	6	1	1	1	1	1	3	3	3	3	4	4	4	243.100549613041
1107	172.227777	6	1	1	1	2	2	3	2	3	4	4	3	4	146.948863658406
1107	172.227777	6	1	1	1	1	1	3	4	2	2	4	4	4	151.247705591667
1107	172.227777	6	0	1	2	2	2	2	2	2	2	3	3	3	123.565022326912
1107	172.227777	6	0	2	1	1	1	3	3	3	2	3	3	3	171.92268762275
1107	172.227777	6	0	1	3	3	3	3	3	3	3	3	3	3	163.755248489835
1107	172.227777	6	1	1	1	2	2	3	3	2	3	4	4	3	163.755248489835
.	0	6	1	.	.	.	.	.	.	.	.	.	.	.	249.994880958806
1107	172.227777	6	0	1	4	1	1	3	2	3	4	4	4	4	118.303137246922
1023	168.726565	47	0	3	2	2	2	3	3	2	2	4	4	4	243.100549613041
1048	132.853164	54	1	4	2	2	4	2	2	3	.	4	4	4	243.100549613041
1048	132.853164	54	1	3	1	2	2	3	2	3	2	4	4	3	180.085319551938
1101	176.303724	10	0	1	4	2	3	1	2	2	3	3	3	3	.
1116	149.20148	70	0	4	2	2	2	3	2	2	4	3	3	3	184.199084141692
1059	142.838662	5	0	4	2	1	1	2	1	1	1	4	4	4	243.100549613041
1059	142.838662	5	0	3	2	1	1	4	2	1	2	3	3	4	171.92268762275
1059	142.838662	5	0	4	2	2	2	3	1	3	2	4	3	3	210.340257411181
1059	142.838662	5	0	4	2	2	2	3	2	2	2	4	4	3	180.085319551938
1093	137.125116	13	1	4	1	1	1	2	2	2	3	3	4	4	266.220795940147
1093	137.125116	13	1	4	2	2	2	3	2	2	2	3	3	3	266.220795940147
1093	137.125116	13	1	4	2	2	2	3	2	3	4	3	3	4	210.340257411181
1161	147.342994	62	1	4	1	1	1	1	1	1	1	2	2	2	180.085319551938
1101	176.303724	10	0	2	1	1	1	1	3	4	3	4	4	4	257.619106070521
1129	137.176065	44	0	3	3	2	2	2	2	2	3	3	2	2	175.997994582685
1129	137.176065	44	1	3	4	3	4	2	2	3	3	4	4	4	192.564419828053
1129	137.176065	44	1	2	3	1	1	3	2	2	2	4	4	4	215.132238326814
1129	137.176065	44	1	2	1	1	1	3	2	3	2	4	4	4	236.769862904317
1159	143.415278	36	0	4	1	1	1	4	2	2	2	4	4	4	215.132238326814
.	0	22	1	.	.	.	.	.	.	.	.	.	.	.	175.997994582685
1069	144.220455	8	0	2	2	2	2	3	3	4	3	4	4	4	.
1069	144.220455	8	0	3	1	1	1	1	1	1	1	3	3	3	155.470433465909
1069	144.220455	8	1	4	1	2	1	2	2	2	3	4	3	4	.
1069	144.220455	8	0	2	1	1	1	2	1	1	1	4	4	4	163.755248489835
1157	151.523255	13	0	.	2	2	2	2	2	2	2	4	4	4	210.340257411181
1011	127.05328	71	0	2	2	2	2	2	2	4	4	4	4	4	215.132238326814
1011	127.05328	71	0	2	1	1	1	2	2	2	2	4	4	4	230.883842540382
1011	127.05328	71	0	4	1	1	1	4	3	2	3	4	4	4	288.230177605905
1011	127.05328	71	1	4	1	1	1	4	2	2	3	4	4	4	288.230177605905
1011	127.05328	71	1	4	3	2	3	4	3	3	4	4	4	4	257.619106070521
1027	136.279146	52	1	4	1	1	1	4	2	2	2	3	3	.	288.208144588821
1138	146.714286	6	0	2	2	1	2	3	2	4	3	4	3	4	201.225398543651
1138	146.714286	6	0	2	2	2	2	3	2	2	2	4	4	4	266.220795940147
1064	129.275744	23	0	4	1	1	1	3	2	2	2	3	4	4	288.230177605905
1064	129.275744	23	0	3	1	1	1	3	2	2	3	3	3	4	196.84843954982
1064	129.275744	23	1	3	1	1	1	3	2	2	2	4	4	4	243.100549613041
.	0	42	0	.	.	.	.	.	.	.	.	.	.	.	188.353709963129
1074	155.408464	15	0	2	1	1	1	1	1	4	4	4	4	4	163.755248489835
1048	132.853164	54	1	2	1	1	1	3	2	3	3	4	4	4	243.100549613041
1048	132.853164	54	1	4	4	3	2	3	2	3	3	3	3	4	266.220795940147
1036	120.575532	21	0	2	1	1	1	4	2	4	2	4	.	4	215.132238326814
1009	135.042233	4	1	4	2	1	1	4	3	3	3	4	4	4	303.718186815085
1160	160.902654	22	1	4	2	1	1	2	2	2	4	3	3	4	257.619106070521
1048	132.853164	54	1	2	3	2	3	3	1	3	3	3	3	3	210.340257411181
1108	161.762613	72	0	4	2	1	1	3	3	3	3	4	4	4	215.132238326814
1146	127.357753	1	1	4	1	1	1	3	2	3	2	4	4	4	257.592265849709
1161	147.342994	62	1	4	2	2	2	2	2	2	2	3	3	4	180.085319551938
1094	118.53188	21	0	2	1	2	1	2	2	1	2	3	3	3	215.132238326814
1025	151.421275	42	0	4	1	1	1	3	3	3	3	4	4	4	171.92268762275
.	0	42	0	.	.	.	.	.	.	.	.	.	.	.	.
1059	142.838662	5	1	3	2	2	2	3	2	2	2	3	3	3	184.199084141692
1153	153.397685	54	1	2	4	4	3	4	3	4	4	4	4	2	175.997994582685
1160	160.902654	22	1	2	3	1	1	1	1	1	1	1	1	1	220.124118797447
1115	158.66871	57	0	1	2	2	2	3	2	2	3	3	3	4	249.994880958806
1115	158.66871	57	0	1	4	3	3	3	3	3	3	3	3	3	201.225398543651
1060	155.952685	55	0	4	3	1	3	2	3	4	1	4	4	4	192.564419828053
.	0	57	0	.	.	.	.	.	.	.	.	.	.	.	.
1012	155.49534	60	1	4	1	3	3	3	2	4	4	4	4	4	192.564419828053
1020	164.55014	16	1	2	2	1	1	3	4	3	3	4	4	4	230.883842540382
